,raceId,year,round,circuitId,driverId,constructorId,grid,positionOrder,Top 3 Finish,driverAvgFinish,constructorAvgFinish,driverWinRate,driverPodiumRate,constructorWinRate,constructorPodiumRate,averagePitStopDuration,points,position,wins
32,1053,2021,2,21,8,51,16,13,0,8.491477272727273,13.345707656612529,0.05965909090909091,0.29261363636363635,0.025522041763341066,0.06496519721577726,528594.6666666666,0.0,8,0
33,1053,2021,2,21,841,51,17,14,0,13.85483870967742,13.345707656612529,0.0,0.0,0.025522041763341066,0.06496519721577726,404688.5,0.0,8,0
34,1053,2021,2,21,20,117,0,15,0,7.093333333333334,11.138211382113822,0.17666666666666667,0.4066666666666667,0.0,0.056910569105691054,321415.2,5.0,6,0
35,1053,2021,2,21,854,210,18,16,0,15.659090909090908,14.458333333333334,0.0,0.0,0.0,0.0,414042.5,0.0,10,0
36,1053,2021,2,21,853,210,19,17,0,17.863636363636363,14.458333333333334,0.0,0.0,0.0,0.0,399637.75,0.0,10,0
37,1053,2021,2,21,822,131,8,18,0,7.92018779342723,5.813356164383562,0.046948356807511735,0.3145539906103286,0.21404109589041095,0.4897260273972603,30167.0,60.0,1,1
38,1053,2021,2,21,847,3,12,19,0,11.702127659574469,10.950901180857675,0.010638297872340425,0.10638297872340426,0.07085146053449347,0.19515226848974518,29983.0,0.0,9,0
39,1053,2021,2,21,849,3,14,20,0,15.852459016393443,10.950901180857675,0.0,0.0,0.07085146053449347,0.19515226848974518,24156.5,0.0,9,0
40,1054,2021,3,75,1,131,2,1,1,4.770186335403727,5.813356164383562,0.3198757763975155,0.6055900621118012,0.21404109589041095,0.4897260273972603,23832.333333333332,101.0,1,2
41,1054,2021,3,75,830,9,3,2,1,6.1657142857142855,7.472222222222222,0.2571428571428571,0.5085714285714286,0.14444444444444443,0.35138888888888886,24471.0,83.0,2,1
42,1054,2021,3,75,822,131,1,3,1,7.92018779342723,5.813356164383562,0.046948356807511735,0.3145539906103286,0.21404109589041095,0.4897260273972603,24240.0,101.0,1,2
43,1054,2021,3,75,815,9,4,4,0,9.365461847389557,7.472222222222222,0.024096385542168676,0.13253012048192772,0.14444444444444443,0.35138888888888886,23532.333333333332,83.0,2,1
44,1054,2021,3,75,846,1,7,5,0,9.0,9.64690026954178,0.0,0.0851063829787234,0.09649595687331536,0.2587601078167116,23636.666666666668,53.0,3,0
45,1054,2021,3,75,844,6,8,6,0,8.121739130434783,8.338675664276677,0.043478260869565216,0.23478260869565218,0.10248840151834669,0.34289329396878954,23664.0,42.0,4,0
46,1054,2021,3,75,839,214,6,7,0,10.723577235772357,10.446428571428571,0.008130081300813009,0.024390243902439025,0.008928571428571428,0.026785714285714284,23516.0,13.0,5,0
47,1054,2021,3,75,4,214,13,8,0,8.362162162162162,10.446428571428571,0.08648648648648649,0.2810810810810811,0.008928571428571428,0.026785714285714284,23171.666666666668,13.0,5,0
48,1054,2021,3,75,817,1,16,9,0,9.923076923076923,9.64690026954178,0.03418803418803419,0.13675213675213677,0.09649595687331536,0.2587601078167116,24319.666666666668,53.0,3,0
49,1054,2021,3,75,842,213,9,10,0,11.091666666666667,12.308219178082192,0.008333333333333333,0.025,0.00684931506849315,0.0136986301369863,23281.333333333332,9.0,6,0
50,1054,2021,3,75,832,6,5,11,0,9.862857142857143,8.338675664276677,0.005714285714285714,0.08571428571428572,0.10248840151834669,0.34289329396878954,23388.333333333332,42.0,4,0
51,1054,2021,3,75,841,51,12,12,0,13.85483870967742,13.345707656612529,0.0,0.0,0.025522041763341066,0.06496519721577726,23961.0,0.0,8,0
52,1054,2021,3,75,20,117,10,13,0,7.093333333333334,11.138211382113822,0.17666666666666667,0.4066666666666667,0.0,0.056910569105691054,23256.0,5.0,7,0
53,1054,2021,3,75,840,117,17,14,0,12.216417910447761,11.138211382113822,0.0,0.022388059701492536,0.0,0.056910569105691054,23489.0,5.0,7,0
54,1054,2021,3,75,852,213,14,15,0,13.660714285714286,12.308219178082192,0.0,0.0,0.00684931506849315,0.0136986301369863,23670.0,9.0,6,0
55,1054,2021,3,75,847,3,11,16,0,11.702127659574469,10.950901180857675,0.010638297872340425,0.10638297872340426,0.07085146053449347,0.19515226848974518,24376.666666666668,0.0,9,0
56,1054,2021,3,75,854,210,19,17,0,15.659090909090908,14.458333333333334,0.0,0.0,0.0,0.0,23572.666666666668,0.0,10,0
57,1054,2021,3,75,849,3,18,18,0,15.852459016393443,10.950901180857675,0.0,0.0,0.07085146053449347,0.19515226848974518,23431.666666666668,0.0,9,0
58,1054,2021,3,75,853,210,20,19,0,17.863636363636363,14.458333333333334,0.0,0.0,0.0,0.0,24236.5,0.0,10,0
59,1054,2021,3,75,8,51,15,20,0,8.491477272727273,13.345707656612529,0.05965909090909091,0.29261363636363635,0.025522041763341066,0.06496519721577726,24156.5,0.0,8,0
60,1055,2021,4,4,1,131,1,1,1,4.770186335403727,5.813356164383562,0.3198757763975155,0.6055900621118012,0.21404109589041095,0.4897260273972603,22149.0,141.0,1,3
61,1055,2021,4,4,830,9,2,2,1,6.1657142857142855,7.472222222222222,0.2571428571428571,0.5085714285714286,0.14444444444444443,0.35138888888888886,22578.5,112.0,2,1
62,1055,2021,4,4,822,131,3,3,1,7.92018779342723,5.813356164383562,0.046948356807511735,0.3145539906103286,0.21404109589041095,0.4897260273972603,21974.5,141.0,1,3
63,1055,2021,4,4,844,6,4,4,0,8.121739130434783,8.338675664276677,0.043478260869565216,0.23478260869565218,0.10248840151834669,0.34289329396878954,21952.5,60.0,4,0
64,1055,2021,4,4,815,9,8,5,0,9.365461847389557,7.472222222222222,0.024096385542168676,0.13253012048192772,0.14444444444444443,0.35138888888888886,21863.5,112.0,2,1
65,1055,2021,4,4,817,1,7,6,0,9.923076923076923,9.64690026954178,0.03418803418803419,0.13675213675213677,0.09649595687331536,0.2587601078167116,22084.0,65.0,3,0
66,1055,2021,4,4,832,6,6,7,0,9.862857142857143,8.338675664276677,0.005714285714285714,0.08571428571428572,0.10248840151834669,0.34289329396878954,21817.5,60.0,4,0
67,1055,2021,4,4,846,1,9,8,0,9.0,9.64690026954178,0.0,0.0851063829787234,0.09649595687331536,0.2587601078167116,22165.5,65.0,3,0
68,1055,2021,4,4,839,214,5,9,0,10.723577235772357,10.446428571428571,0.008130081300813009,0.024390243902439025,0.008928571428571428,0.026785714285714284,22798.0,15.0,5,0
69,1055,2021,4,4,842,213,12,10,0,11.091666666666667,12.308219178082192,0.008333333333333333,0.025,0.00684931506849315,0.0136986301369863,27053.5,10.0,6,0
70,1055,2021,4,4,840,117,11,11,0,12.216417910447761,11.138211382113822,0.0,0.022388059701492536,0.0,0.056910569105691054,21594.0,5.0,7,0
71,1055,2021,4,4,8,51,17,12,0,8.491477272727273,13.345707656612529,0.05965909090909091,0.29261363636363635,0.025522041763341066,0.06496519721577726,21572.0,0.0,8,0
72,1055,2021,4,4,20,117,13,13,0,7.093333333333334,11.138211382113822,0.17666666666666667,0.4066666666666667,0.0,0.056910569105691054,22530.0,5.0,7,0
73,1055,2021,4,4,847,3,15,14,0,11.702127659574469,10.950901180857675,0.010638297872340425,0.10638297872340426,0.07085146053449347,0.19515226848974518,22866.5,0.0,9,0
74,1055,2021,4,4,841,51,14,15,0,13.85483870967742,13.345707656612529,0.0,0.0,0.025522041763341066,0.06496519721577726,38772.0,0.0,8,0
75,1055,2021,4,4,849,3,19,16,0,15.852459016393443,10.950901180857675,0.0,0.0,0.07085146053449347,0.19515226848974518,23500.333333333332,0.0,9,0
76,1055,2021,4,4,4,214,10,17,0,8.362162162162162,10.446428571428571,0.08648648648648649,0.2810810810810811,0.008928571428571428,0.026785714285714284,22761.0,15.0,5,0
77,1055,2021,4,4,854,210,18,18,0,15.659090909090908,14.458333333333334,0.0,0.0,0.0,0.0,23158.0,0.0,10,0
78,1055,2021,4,4,853,210,20,19,0,17.863636363636363,14.458333333333334,0.0,0.0,0.0,0.0,22800.0,0.0,10,0
79,1055,2021,4,4,852,213,16,20,0,13.660714285714286,12.308219178082192,0.0,0.0,0.00684931506849315,0.0136986301369863,24156.5,10.0,6,0
80,1056,2021,5,6,832,6,4,2,1,9.862857142857143,8.338675664276677,0.005714285714285714,0.08571428571428572,0.10248840151834669,0.34289329396878954,24150.0,78.0,4,0
81,1056,2021,5,6,830,9,2,1,1,6.1657142857142855,7.472222222222222,0.2571428571428571,0.5085714285714286,0.14444444444444443,0.35138888888888886,23746.0,149.0,1,2
82,1056,2021,5,6,846,1,5,3,1,9.0,9.64690026954178,0.0,0.0851063829787234,0.09649595687331536,0.2587601078167116,23874.0,80.0,3,0
83,1056,2021,5,6,815,9,9,4,0,9.365461847389557,7.472222222222222,0.024096385542168676,0.13253012048192772,0.14444444444444443,0.35138888888888886,24548.0,149.0,1,2
84,1056,2021,5,6,20,117,8,5,0,7.093333333333334,11.138211382113822,0.17666666666666667,0.4066666666666667,0.0,0.056910569105691054,24369.0,19.0,5,0
85,1056,2021,5,6,842,213,6,6,0,11.091666666666667,12.308219178082192,0.008333333333333333,0.025,0.00684931506849315,0.0136986301369863,24428.0,18.0,6,0
